CLIENTE,MRR_12M,CD_CLIENTE,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M
TB2958,863.629527,TB2958,1.0,3322.14452742964
TAAMB5,57.153213,TAAMB5,,
T57702,1100.508902,T57702,3.0,4066.5593862835
T56626,261.253651,T56626,1.0,82.8580287216985
T75656,403.230105,T75656,,
TB3336,188.794264,TB3336,,
TB1613,518.855598,TB1613,,
T54649,239.217464,T54649,1.0,7883.03970546419
TB6695,95.181035,TB6695,,
T84905,114.578934,T84905,,
T94476,127.327872,T94476,,
TAAHVG,168.226763,TAAHVG,,
TDC06S,292.650954,TDC06S,5.0,13805.1691223754
T89690,4.252201,T89690,,
T84651,1146.79011,T84651,4.0,38959.0421681853
TB2113,434.505976,TB2113,,
T81472,825.418218,T81472,2.0,35611.5357692551
TB1549,194.749125,TB1549,,
TB3904,328.399543,TB3904,1.0,347.541296320662
TA6133,93.146771,TA6133,,
TB0375,285.457629,TB0375,,
TA2574,57.189538,TA2574,1.0,40.1342262915299
TB3191,483.969402,TB3191,,
TB5562,55.62544,TB5562,,
T92129,665.00228,T92129,2.0,0.0084077147358395
T77109,665.563917,T77109,2.0,3122.36881759135
T84433,118.680298,T84433,,
TCADST,65.635148,TCADST,,
TB2095,264.850267,TB2095,1.0,1484.16343602934
TB3236,331.570421,TB3236,4.0,31302.5483362783
TB3918,225.244294,TB3918,,
TA2641,51.029456,TA2641,,
TAAK79,13561.185803,TAAK79,,
TB3756,345.687758,TB3756,,
TAA750,737.053904,TAA750,2.0,53675.07367804
T73965,52.252099,T73965,,
T81649,3019.109731,T81649,2.0,86940.0961378122
TA3134,50.766104,TA3134,,
TAAIA0,138.120961,TAAIA0,,
T73755,8132.951422,T73755,7.0,45493.5937303124
TB4135,489.068358,TB4135,,
TB2667,277.608027,TB2667,,
TA3077,127.007678,TA3077,1.0,151.338865245111
TAAKAH,1233.982481,TAAKAH,2.0,36142.4241008202
TB1092,249.715425,TB1092,,
TB2014,134.876698,TB2014,,
TB4187,57.81468,TB4187,,
T59328,838.242225,T59328,,
T78646,521.414238,T78646,1.0,2892.56915843139
T77784,4453.443299,T77784,1.0,0.0084077147358395
TA0704,81.280492,TA0704,,
TB4880,349.69083,TB4880,1.0,3065.56209297866
TAALXA,362.024245,TAALXA,,
TB3544,415.950161,TB3544,1.0,2470.36735525647
T76719,2070.752548,T76719,6.0,101473.667626327
TA4358,1279.176398,TA4358,,
TA3945,163.614128,TA3945,,
TAAOJH,246.602899,TAAOJH,,
TA2770,198.633144,TA2770,,
T75582,839.808033,T75582,2.0,39305.3559381546
TB5461,195.053484,TB5461,,
TAAMJN,330.686549,TAAMJN,1.0,3257.90117913309
T59673,163.147792,T59673,,
T76078,1136.745614,T76078,3.0,20110.3330033646
T76185,345.304532,T76185,,
TB3684,209.38199,TB3684,,
TB2097,864.795871,TB2097,,
T59077,152.846381,T59077,,
TC0263,471.068618,TC0263,1.0,223.346738100209
T94426,2140.376296,T94426,4.0,24121.2291142394
TA3493,67.410423,TA3493,,
TAAJWO,144.064574,TAAJWO,,
TDC0PZ,102.707406,TDC0PZ,1.0,222.636286205031
T94480,101.74887,T94480,,
TA2836,91.572879,TA2836,,
TB3207,453.451015,TB3207,,
TA3087,56.598697,TA3087,,
TB4652,169.607535,TB4652,,
TB4358,216.66058,TB4358,3.0,4968.37086884965
TA8052,1566.207517,TA8052,1.0,2073.72920873587
TB0487,753.39857,TB0487,2.0,7837.96594676535
TA2702,137.480795,TA2702,,
TB3272,126.340663,TB3272,1.0,87.8816382763626
TB6134,176.321455,TB6134,,
TA2750,114.865767,TA2750,1.0,38.7385456453806
TA3451,133.971182,TA3451,,
T92213,266.357751,T92213,2.0,393.901435374082
TCAH56,57.634604,TCAH56,,
TB2139,213.416717,TB2139,,
TB3389,295.267844,TB3389,1.0,3197.03352830298
TB4238,259.561803,TB4238,,
TA4372,670.34129,TA4372,2.0,1490.33469864544
TB0345,404.410027,TB0345,,
TB4183,331.39277,TB4183,,
TB0811,256.379355,TB0811,,
T74015,362.884254,T74015,,
T84931,529.418239,T84931,2.0,19765.7806496325
TA3197,178.868177,TA3197,1.0,54.3180410508912
TAAJZ3,1295.342715,TAAJZ3,3.0,1022.30244244546
T74282,1092.308264,T74282,,
TB4732,243.363238,TB4732,,
TB4075,185.352598,TB4075,,
TA8056,144.44141,TA8056,,
TB1504,399.763552,TB1504,,
TB1486,497.012513,TB1486,,
TB2409,475.972205,TB2409,3.0,25270.2862640424
TB4901,128.235866,TB4901,,
T60517,1753.167381,T60517,3.0,18614.3861551329
T80088,1666.272596,T80088,3.0,15336.5418766464
T81376,482.932755,T81376,1.0,468.040663914714
TAAHSW,434.614013,TAAHSW,,
TB5814,52.213075,TB5814,,
TB0738,1122.367384,TB0738,,
TB4253,275.527117,TB4253,1.0,3266.22481672157
T78810,491.447228,T78810,3.0,12151.0815676773
TA8260,110.375565,TA8260,,
TAAQOT,176.442135,TAAQOT,1.0,8583.60412811328
TB0598,559.079414,TB0598,,
TA3098,160.567625,TA3098,1.0,0.0420385736791976
T76003,646.380092,T76003,3.0,1751.66749192217
TC4332,142.648791,TC4332,,
TB0835,337.494149,TB0835,,
T59901,681.510285,T59901,1.0,52.1026082179975
T77693,589.188901,T77693,1.0,14287.8308022157
TA2973,131.05978,TA2973,,
TB3733,828.709313,TB3733,,
TB2577,587.548692,TB2577,8.0,130801.638933749
T59293,40.537796,T59293,,
TC3843,1502.60786,TC3843,,
TA2544,64.662473,TA2544,,
TA3885,120.412512,TA3885,,
TAAOLS,187.393664,TAAOLS,1.0,96.81903904056
TDCA4S,1523.84869,TDCA4S,1.0,25582.8472632046
T94602,77.819705,T94602,,
TA3026,82.288696,TA3026,,
TB3547,305.646068,TB3547,,
TA6068,139.855362,TA6068,,
TB4992,236.572373,TB4992,,
TB4370,134.079628,TB4370,2.0,2599.64858089211
TAA537,128.434767,TAA537,,
TB0612,436.039033,TB0612,,
TA2995,74.365913,TA2995,,
TB4166,363.933417,TB4166,1.0,4734.98111549748
TCAWHU,65.204414,TCAWHU,,
TAAQPD,575.377754,TAAQPD,2.0,233.85217766264
TA3512,544.279604,TA3512,1.0,87.9194729926738
T94555,2094.549372,T94555,2.0,0.0084077147358395
TCAUD4,4145.178992,TCAUD4,1.0,630.5870129027
TB2217,107.52318,TB2217,,
TB3891,155.562901,TB3891,,
TB4788,304.185459,TB4788,,
TB2500,158.423565,TB2500,,
TB0902,486.502072,TB0902,2.0,3584.26764589154
TB5740,155.161502,TB5740,,
TB1362,1091.28128,TB1362,1.0,4810.65895583477
T76115,516.963949,T76115,2.0,8522.32870311848
TA2621,192.353961,TA2621,,
TA8057,76.599886,TA8057,,
TB0134,1060.411009,TB0134,,
T76529,3221.097208,T76529,2.0,6988.56815786243
TB5707,228.00769,TB5707,4.0,8651.23998930574
TB4603,452.083758,TB4603,,
TB1675,859.096215,TB1675,,
TB1696,390.853962,TB1696,,
TB2603,55.49124,TB2603,,
TB2622,382.440155,TB2622,1.0,201.05368247813
TB6386,614.97849,TB6386,,
T62590,67.478666,T62590,,
TA3789,142.380711,TA3789,,
T92125,368.228909,T92125,2.0,0.0084077147358395
TAAM36,51.950818,TAAM36,,
TC2138,144.879153,TC2138,,
TB4028,383.223833,TB4028,2.0,11830.5248318014
TB4453,415.956811,TB4453,,
T81527,748.679146,T81527,1.0,22.5663063509933
TAA519,232.268631,TAA519,,
TB1733,575.193849,TB1733,1.0,1255.09524805139
TB1197,509.217142,TB1197,1.0,363.67149704137
TA3496,140.513528,TA3496,1.0,285.862301018544
T77119,1028.867342,T77119,1.0,67.8082193445457
TC7801,415.332191,TC7801,1.0,420.394144506712
TB1015,422.447991,TB1015,,
T61132,256.218977,T61132,,
T92246,351.427174,T92246,2.0,1192.20133796994
TA3205,83.960411,TA3205,,
TB3969,223.124381,TB3969,,
TB3142,281.984145,TB3142,,
T60033,223.313311,T60033,,
TC8325,60.707904,TC8325,1.0,63.7472931271352
TA2634,74.225191,TA2634,,
TA8520,1249.036519,TA8520,,
TB1491,544.241979,TB1491,7.0,27771.4384668042
TEWRGO,162.383449,TEWRGO,,
TA2895,100.831849,TA2895,1.0,16.9877876237637
TA3249,120.468021,TA3249,,
TB4035,388.97698,TB4035,,
TAAHWZ,156.981279,TAAHWZ,,
TCA219,37.380537,TCA219,,
TB5558,220.761349,TB5558,2.0,7343.6301550143
TAAJUR,405.237662,TAAJUR,,
TB0925,454.835428,TB0925,2.0,2580.52523372544
TA3126,123.543884,TA3126,,
TB5367,422.233128,TB5367,1.0,14096.4628071133
TD0106,205.824575,TD0106,,
TB1339,919.300714,TB1339,,
TAA670,634.982792,TAA670,3.0,4662.24177146036
TA3658,117.756145,TA3658,1.0,80.7140614640594
TCAWJ7,121.838457,TCAWJ7,,
TB2869,205.2652,TB2869,,
TB4702,176.962001,TB4702,1.0,2732.50728914784
TB6654,356.952217,TB6654,8.0,45590.013402903
TB5599,510.745237,TB5599,,
TB0924,177.2032,TB0924,1.0,3763.87745193591
TB6500,139.550348,TB6500,,
TB2162,114.298031,TB2162,,
T77788,413.605615,T77788,,
TA3016,322.877265,TA3016,,
TA8436,323.142654,TA8436,,
TB1462,283.378934,TB1462,,
T76932,694.851963,T76932,,
TB6412,106.166757,TB6412,,
TCAXST,37.548207,TCAXST,,
TB3745,161.626965,TB3745,1.0,1839.35575275961
TB1856,455.779851,TB1856,2.0,14826.1389420352
TB4355,440.512936,TB4355,1.0,6350.90605300952
TB4090,291.36515,TB4090,1.0,4258.42343655536
TB6588,64.243581,TB6588,,
T75023,967.080667,T75023,2.0,783.052511922414
TA4200,236.318194,TA4200,,
T96461,525.366628,T96461,1.0,0.0042038573679197
TB0123,539.356531,TB0123,1.0,989.550189692
TCA498,203.771637,TCA498,,
TB4511,135.033916,TB4511,1.0,854.993123059625
TB4483,248.687439,TB4483,,
TA2614,78.730103,TA2614,,
TAA816,223.60656,TAA816,4.0,6810.07237402056
TB2359,252.080814,TB2359,1.0,5662.84810602999
TB2482,221.091781,TB2482,,
TA3585,200.14002,TA3585,2.0,424.303731858877
T89992,74.099453,T89992,,
TCABN5,175.336234,TCABN5,,
TB1250,574.738848,TB1250,,
T61860,415.660511,T61860,1.0,167.981936564706
TA3905,100.96631,TA3905,,
TB0458,450.267195,TB0458,3.0,13320.2962135595
TB4038,199.325374,TB4038,,
TB4615,234.580873,TB4615,6.0,4316.47029909159
T74380,1991.709721,T74380,2.0,2607.42992088013
TC9218,231.476647,TC9218,,
TA2963,118.674569,TA2963,,
TB1479,558.643564,TB1479,2.0,7735.67768928913
TB2610,329.38964,TB2610,1.0,8165.32032000527
TEWROI,768.915084,TEWROI,5.0,28470.3591812224
TA3007,39.389487,TA3007,,
TA3529,112.913733,TA3529,,
TB4393,380.08666,TB4393,2.0,11846.1211426363
TB0791,331.725915,TB0791,3.0,369.922632947467
TCBIFX,49.079711,TCBIFX,,
TB6563,127.507844,TB6563,,
TB0594,683.673323,TB0594,,
TB1041,413.912886,TB1041,,
TAAHZV,2720.158758,TAAHZV,2.0,1.28217649721553
TB6189,408.060837,TB6189,,
TDC05E,266.063488,TDC05E,2.0,15255.0669169988
TB2542,276.842579,TB2542,,
TAABM3,97.940908,TAABM3,,
TAAFRL,867.612233,TAAFRL,2.0,6457.74288415784
TCBQC0,58.734354,TCBQC0,,
TB5773,485.604248,TB5773,,
TB5466,443.378443,TB5466,,
TCAWV5,112.795744,TCAWV5,,
TC2394,48.298763,TC2394,,
TB1105,774.230171,TB1105,,
TB6627,379.147369,TB6627,3.0,1034.90981069185
TB2307,2056.706173,TB2307,,
T79783,1291.090394,T79783,,
TA3570,54.152193,TA3570,,
TAA672,600.14164,TAA672,3.0,8293.87427831625
TB1687,471.486665,TB1687,1.0,2401.64689886309
T79941,609.773833,T79941,2.0,12360.7783809039
TCAWRC,1050.394348,TCAWRC,,
TD0472,472.820828,TD0472,,
TB4390,208.424698,TB4390,,
TB2922,375.67406,TB2922,1.0,1978.68419750458
TB4808,151.135207,TB4808,1.0,2330.11406189056
TB4733,151.474435,TB4733,2.0,5003.02326513341
TCAN36,95.663105,TCAN36,1.0,141.300053850519
T77270,129.522159,T77270,3.0,4495.76481583337
TB1557,534.64222,TB1557,,
T96529,198.028568,T96529,,
TB0846,435.444277,TB0846,1.0,3822.31527320736
TCBJLI,55.439177,TCBJLI,,
TB5728,110.747539,TB5728,1.0,265.675377937793
TB5391,382.489223,TB5391,,
TA3082,115.096852,TA3082,,
TAAMHW,163.700074,TAAMHW,,
TB2845,71.798542,TB2845,,
TB3168,144.641554,TB3168,,
TA8440,1373.146683,TA8440,1.0,30235.9120140308
T98882,323.974156,T98882,,
TCAL80,1107.276467,TCAL80,1.0,897.952341502397
TB2234,716.110574,TB2234,2.0,15926.6667623829
T75794,1129.239874,T75794,,
TA8414,2514.716234,TA8414,1.0,1290.48331937454
TB0737,2033.179447,TB0737,,
TB4118,112.798834,TB4118,,
TB5783,168.191843,TB5783,2.0,19964.9678194393
T74865,1416.893339,T74865,2.0,73082.8412226483
TCAGYB,64.175439,TCAGYB,,
TA8453,205.273566,TA8453,2.0,7800.50537375982
TB2980,327.124019,TB2980,1.0,768.515573144147
TB4082,418.074479,TB4082,1.0,34800.7504102765
TEXCST,79.869778,TEXCST,,
TA8483,95.746304,TA8483,,
TA4108,520.127946,TA4108,,
TCAKDA,2990.905304,TCAKDA,1.0,0.0042038573679197
TB1259,1077.700066,TB1259,,
TDC0K3,26.034138,TDC0K3,1.0,19.0350661619407
TCAUJR,102.222855,TCAUJR,,
TB1169,431.994989,TB1169,,
TB1101,474.244772,TB1101,,
TB0799,406.483625,TB0799,1.0,12694.5982867757
TB6575,542.281358,TB6575,2.0,8918.67678348069
TDC0Q0,258.357593,TDC0Q0,,
TB4007,147.6678,TB4007,,
TB0580,454.532396,TB0580,2.0,4377.93489766795
TAAJWZ,336.333659,TAAJWZ,2.0,0.0084077147358395
TD0123,204.066234,TD0123,1.0,62.7762020751458
TB6054,182.17542,TB6054,,
TCACIJ,110.044023,TCACIJ,,
TD0324,511.036727,TD0324,,
TCAYM0,64.753308,TCAYM0,,
TB1418,1068.386153,TB1418,2.0,5644.49406476166
TC9008,79.916116,TC9008,1.0,63.7472931271352
TB3342,371.486184,TB3342,3.0,13640.4872138445
T89704,126.752185,T89704,,
TA8480,92.444707,TA8480,,
TAA687,426.308799,TAA687,1.0,394.1872976751
TB3237,228.968017,TB3237,,
T92214,2645.471046,T92214,,
TCAXOT,105.365157,TCAXOT,,
TD0505,28.142499,TD0505,,
TB4458,734.450746,TB4458,,
TB3111,565.213399,TB3111,5.0,79157.7976703129
TC2537,240.120829,TC2537,,
TB5520,116.113684,TB5520,2.0,13897.1747447297
TCAZKM,137.663016,TCAZKM,,
T78204,1312.483005,T78204,,
TB1574,624.31033,TB1574,,
TA3331,808.548021,TA3331,,
TB3163,402.394844,TB3163,,
TD0181,2427.669736,TD0181,,
TB5934,235.913178,TB5934,,
TC1303,69.449663,TC1303,,
TA3307,188.446256,TA3307,4.0,753.911372647994
TAAOL8,140.332325,TAAOL8,,
TB3185,485.293294,TB3185,,
TB4074,417.376942,TB4074,2.0,9924.40762018182
TAAFYX,412.376116,TAAFYX,1.0,27773.7800153581
TA3738,218.151123,TA3738,,
TCBJYQ,183.745309,TCBJYQ,,
TB2382,168.552623,TB2382,,
T76922,919.075962,T76922,2.0,8258.78047700886
TA8479,523.957972,TA8479,,
TB0740,96.878539,TB0740,,
TB5237,238.164365,TB5237,,
TC6783,42.138657,TC6783,,
T76264,516.559933,T76264,,
TCAWN0,218.266861,TCAWN0,,
TB0050,241.759309,TB0050,,
TB3390,459.055888,TB3390,,
TB4162,547.87143,TB4162,,
TEZCLG,142.243361,TEZCLG,,
TAAONB,181.154423,TAAONB,,
TA6130,1573.892358,TA6130,,
TCALSH,48.474679,TCALSH,,
TB1944,506.961843,TB1944,1.0,1281.57534561191
TEF040,36.959343,TEF040,,
TDC01Q,358.76281,TDC01Q,11.0,21804.0293021831
TB2021,127.443978,TB2021,1.0,827.941300897061
TB1718,169.440212,TB1718,,
TB2946,292.667695,TB2946,,
TDC011,488.765736,TDC011,3.0,6143.3910417569
TEVVM3,2178.26683,TEVVM3,1.0,0.0042038573679197
TB4132,313.469312,TB4132,1.0,3066.97458905428
TB0715,161.077544,TB0715,,
TB0223,679.861071,TB0223,,
TD0306,88.289906,TD0306,,
TCA523,218.569404,TCA523,1.0,4.2122650826556
TCADJM,64.980144,TCADJM,,
TDC0DF,22.779294,TDC0DF,,
TEVNVS,1097.758266,TEVNVS,3.0,20071.6995541534
TB1720,1365.532844,TB1720,,
TCAJZX,107.701074,TCAJZX,,
TB3492,424.305553,TB3492,1.0,5363.27702613466
T96702,128.478366,T96702,,
TAAFTK,1111.854769,TAAFTK,2.0,0.0084077147358395
TAAMGI,189.426856,TAAMGI,1.0,66.8034974336129
TB3345,626.758445,TB3345,1.0,552.739982163562
T96704,365.958494,T96704,1.0,0.0084077147358395
TCAZNL,33.982527,TCAZNL,,
TDC01U,367.568071,TDC01U,4.0,3299.97338367123
TB4737,226.773514,TB4737,1.0,939.919449606339
TB3711,447.606163,TB3711,,
TCAYA0,37.02515,TCAYA0,,
TB6275,53.964356,TB6275,1.0,107.147916593539
TD0647,946.780658,TD0647,2.0,10056.9804661365
T92127,303.607094,T92127,,
TB2156,831.119211,TB2156,,
TA3508,543.629794,TA3508,,
TB3441,188.33669,TB3441,,
TDC087,68.277057,TDC087,,
TB6273,140.864534,TB6273,,
TC3698,1151.157931,TC3698,60.0,5210.8703811181
TA4315,41.031449,TA4315,,
TB1918,517.684326,TB1918,,
TB3482,304.343585,TB3482,,
TB4095,607.566407,TB4095,2.0,5839.17049561265
TAAJVL,3130.732442,TAAJVL,2.0,6766.39849982524
TAAHTC,1307.597809,TAAHTC,2.0,2030.8876982994
TCBNKR,46.139715,TCBNKR,,
TB2633,245.557268,TB2633,1.0,769.19659803775
T78206,1030.205582,T78206,4.0,31777.8742850117
TAAFTN,158.726982,TAAFTN,,
TB1570,799.376396,TB1570,3.0,8503.39032567601
TB5517,137.767002,TB5517,,
TCAFB4,129.986826,TCAFB4,,
T84331,292.290778,T84331,,
TD0111,135.003693,TD0111,,
TB0547,553.834925,TB0547,,
TB3795,576.656627,TB3795,,
TB4228,361.301907,TB4228,1.0,12344.6019377522
TEZD38,220.449368,TEZD38,,
TB1231,652.758782,TB1231,1.0,4389.55435943288
TAAFVF,465.196693,TAAFVF,1.0,597.733867572407
TCBKBW,107.625054,TCBKBW,,
TB2891,780.930857,TB2891,,
TEVVJW,357.201079,TEVVJW,1.0,6305.78605187964
TEVRVQ,330.782086,TEVRVQ,,
TB2313,538.501517,TB2313,,
TB3429,204.404544,TB3429,,
TB3542,196.738325,TB3542,,
TDC01I,651.990779,TDC01I,2.0,1174.28449786787
TEXPR8,184.448746,TEXPR8,,
TB4232,332.344129,TB4232,2.0,30667.3791188446
TB1949,296.799983,TB1949,,
TB0659,458.415178,TB0659,3.0,8797.00033582362
TD0659,133.032901,TD0659,,
TCACR1,84.576705,TCACR1,,
TCAJLC,109.384018,TCAJLC,,
TDC0SJ,341.046012,TDC0SJ,,
TEVVM6,3698.822759,TEVVM6,1.0,0.0042038573679197
TB1739,206.638733,TB1739,1.0,5646.30592728723
TCALKI,540.36499,TCALKI,,
TB4145,164.316048,TB4145,,
T98762,350.738702,T98762,1.0,75.1986005973487
TB0901,679.85204,TB0901,,
TAAOK8,55.022833,TAAOK8,,
TB3859,825.190903,TB3859,,
TA2531,107.317902,TA2531,,
TCBA21,226.112175,TCBA21,,
TDC0BR,221.302101,TDC0BR,1.0,119.45260710944
TB5118,215.225124,TB5118,,
TB3935,317.164323,TB3935,,
TDC0I1,50.213903,TDC0I1,,
TC0264,64.593992,TC0264,,
TDC014,264.950373,TDC014,,
T96701,435.77816,T96701,2.0,3381.00273443788
TB3181,328.178879,TB3181,,
TA3573,2052.178834,TA3573,,
TB3522,565.074293,TB3522,,
TDC0G4,598.932613,TDC0G4,,
TC8400,104.433841,TC8400,,
TC7207,52.119423,TC7207,,
TA9001,310.800273,TA9001,1.0,1188.80882507403
TB4311,167.747641,TB4311,1.0,885.723320419118
TB4061,370.723867,TB4061,,
TB5559,251.241854,TB5559,3.0,18044.137107032
TB1640,327.146865,TB1640,1.0,14212.9096562046
TAAJUS,34.674396,TAAJUS,,
TD0078,207.326888,TD0078,,
TB3887,329.601163,TB3887,1.0,3443.17358105205
T84117,393.333626,T84117,3.0,13993.4094475961
TAAK82,5373.083115,TAAK82,2.0,15116.768417309
TB2186,536.733439,TB2186,,
TB5821,142.454174,TB5821,,
TDC0TJ,473.362838,TDC0TJ,2.0,16009.3776560967
TA2826,100.774492,TA2826,,
TDC0X5,598.932613,TDC0X5,,
TB2329,74.050947,TB2329,,
TB5304,90.573635,TB5304,,
TC3530,222.474275,TC3530,,
TEZDET,34.825724,TEZDET,,
TB1398,364.916029,TB1398,,
TAAHTU,1004.519569,TAAHTU,2.0,0.0084077147358395
TCBL46,49.156674,TCBL46,,
TB3562,615.666413,TB3562,,
TEWP89,1200.398559,TEWP89,,
TEVVQ5,279.648699,TEVVQ5,1.0,0.0042038573679197
TB2968,222.1994,TB2968,3.0,2182.609114565
TB3507,370.544441,TB3507,3.0,9816.76785227623
TB4421,553.459212,TB4421,,
TDC0I8,633.378374,TDC0I8,,
TEZBBY,182.904723,TEZBBY,1.0,0.0042038573679197
TB4864,54.188906,TB4864,,
TB2281,927.340088,TB2281,3.0,3944.81147305118
TB1173,212.872735,TB1173,,
TDC04Q,277.587198,TDC04Q,2.0,608.747973876357
TCAG77,148.543623,TCAG77,,
TCBHV8,2054.675925,TCBHV8,,
TDC1IY,82.321389,TDC1IY,1.0,137.07517719576
TEWBPM,536.306555,TEWBPM,1.0,438.680924057163
TB2037,130.074913,TB2037,,
TD0342,196.373713,TD0342,1.0,251.365447457394
TB4442,147.433521,TB4442,2.0,1764.08989044438
TA2884,125.839862,TA2884,2.0,80.8485848998328
TB3508,172.113126,TB3508,,
TB0727,542.89859,TB0727,,
TB4345,250.363948,TB4345,1.0,4997.25557282462
TA2554,30.633152,TA2554,2.0,340.281234646265
TDC0NF,310.750588,TDC0NF,1.0,19748.4691649914
TDC0I6,118.262638,TDC0I6,3.0,66.4924119883868
TCBANZ,25572.089268,TCBANZ,1.0,1745.44998687502
TB4663,237.160973,TB4663,,
TEVP48,568.604749,TEVP48,,
TC2177,53.782749,TC2177,,
TDC0NZ,244.501568,TDC0NZ,3.0,1548.37315346694
TA2644,100.352828,TA2644,1.0,323.285039307765
TB3209,223.498848,TB3209,2.0,3395.00578333042
TB1014,374.608295,TB1014,,
TB3925,366.415739,TB3925,1.0,3054.07295079213
TDC0O9,407.138735,TDC0O9,,
TCAIF7,177.958983,TCAIF7,,
TCAVO6,58.19255,TCAVO6,1.0,14.3141343377668
TAAHV1,521.15656,TAAHV1,,
TB5148,174.776284,TB5148,1.0,4368.62335359801
TB4846,166.646767,TB4846,,
TC1076,263.167777,TC1076,,
TB1950,279.815536,TB1950,,
TB1172,300.635948,TB1172,1.0,3022.3128083775
TDC41P,405.637203,TDC41P,1.0,364.798130815973
TB4336,152.636922,TB4336,,
T84301,628.520183,T84301,1.0,673.466358055481
TB0267,129.425773,TB0267,,
TB2268,347.802582,TB2268,,
TB6291,64.242997,TB6291,,
TEVVHG,4502.797401,TEVVHG,5.0,81066.7314663689
TAAHZD,103.159971,TAAHZD,,
TDC14T,335.927211,TDC14T,2.0,2054.96739330285
TB3721,373.153622,TB3721,,
TB5383,326.129524,TB5383,1.0,3372.5613888431
TC9518,54.618131,TC9518,,
TEZENA,112.805423,TEZENA,1.0,289.267425486559
TB1633,88.108476,TB1633,1.0,15346.3116411695
TAAJXE,136.273791,TAAJXE,,
TD0010,46.939779,TD0010,,
TB3747,400.931081,TB3747,3.0,20977.9166792411
TEXSKJ,181.188053,TEXSKJ,,
TEWA34,287.868565,TEWA34,1.0,304.40131201107
TB5735,191.188189,TB5735,1.0,602.643972978137
TB3602,447.37477,TB3602,,
TB4988,229.568634,TB4988,2.0,8711.41400367015
TDC0KM,598.932613,TDC0KM,,
